Year,Team,Player,Rk,G,Date,Age,Tm,Opp,Difference,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
2022,Los Angeles Lakers,LeBron James,71,,3/17/2023,38-077,LAL,DAL,L (-1),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Los Angeles Lakers,LeBron James,72,,3/19/2023,38-079,LAL,ORL,W (+6),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Los Angeles Lakers,LeBron James,73,,3/22/2023,38-082,LAL,PHO,W (+11),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Los Angeles Lakers,LeBron James,74,,3/24/2023,38-084,LAL,OKC,W (+5),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Los Angeles Lakers,LeBron James,75,48,3/26/2023,38-086,LAL,CHI,L (-10),0,29:32:00,6,11,0.545,0,2,0,7,8,0.875,1,7,8,3,0,0,5,2,19,12.4,4
2022,Los Angeles Lakers,LeBron James,76,49,3/29/2023,38-089,LAL,CHI,W (+11),1,31:16:00,10,19,0.526,1,3,0.333,4,4,1,3,5,8,4,2,0,4,2,25,19.3,23
2022,Los Angeles Lakers,LeBron James,77,50,3/31/2023,38-091,LAL,MIN,W (+12),1,32:29:00,7,19,0.368,1,3,0.333,3,4,0.75,1,9,10,6,1,2,3,1,18,13.7,
2022,Los Angeles Lakers,LeBron James,78,51,4/2/2023,38-093,LAL,HOU,W (+25),1,29:21:00,8,18,0.444,1,7,0.143,1,1,1,2,8,10,11,0,1,1,1,18,19.4,23
2022,Los Angeles Lakers,LeBron James,79,52,4/4/2023,38-095,LAL,UTA,W (+2),1,38:28:00,14,27,0.519,3,10,0.3,6,6,1,0,5,5,6,1,1,5,2,37,25.3,-7
2022,Los Angeles Lakers,LeBron James,80,53,4/5/2023,38-096,LAL,LAC,L (-7),1,35:06:00,13,20,0.65,4,6,0.667,3,5,0.6,0,8,8,7,1,1,6,0,33,26.4,-10
2022,Los Angeles Lakers,LeBron James,81,54,4/7/2023,38-098,LAL,PHO,W (+14),1,29:21:00,6,19,0.316,3,7,0.429,1,2,0.5,0,6,6,6,0,0,5,1,16,5.3,11
2022,Los Angeles Lakers,LeBron James,82,55,4/9/2023,38-100,LAL,UTA,W (+11),1,33:13:00,13,25,0.52,8,14,0.571,2,2,1,1,5,6,6,1,1,2,0,36,29.8,20
2022,Los Angeles Lakers,De'Angelo Russell,1,1,10/19/2022,26-238,MIN,OKC,W (+7),1,34:35:00,7,16,0.438,2,6,0.333,4,5,0.8,0,5,5,2,1,1,4,5,20,9.8,-8
2022,Los Angeles Lakers,De'Angelo Russell,2,2,10/21/2022,26-240,MIN,UTA,L (-6),1,39:26:00,8,17,0.471,3,8,0.375,4,4,1,1,4,5,7,2,1,3,0,23,20.8,-7
2022,Los Angeles Lakers,De'Angelo Russell,3,3,10/23/2022,26-242,MIN,OKC,W (+10),1,25:48:00,2,5,0.4,0,2,0,2,2,1,1,2,3,6,1,0,3,0,6,6.8,0
2022,Los Angeles Lakers,De'Angelo Russell,4,4,10/24/2022,26-243,MIN,SAS,L (-9),1,31:23:00,8,16,0.5,3,6,0.5,6,6,1,2,3,5,7,2,1,3,2,25,23.1,-12
2022,Los Angeles Lakers,De'Angelo Russell,5,5,10/26/2022,26-245,MIN,SAS,W (+12),1,28:59:00,5,10,0.5,1,4,0.25,1,4,0.25,0,2,2,9,0,1,4,1,12,9,0
2022,Los Angeles Lakers,De'Angelo Russell,6,6,10/28/2022,26-247,MIN,LAL,W (+9),1,30:48:00,4,15,0.267,2,7,0.286,1,2,0.5,0,4,4,7,7,1,2,1,11,13.1,12
2022,Los Angeles Lakers,De'Angelo Russell,7,7,10/30/2022,26-249,MIN,SAS,L (-9),1,27:50:00,5,17,0.294,0,7,0,0,0,,2,3,5,4,0,1,2,4,10,2.3,0
2022,Los Angeles Lakers,De'Angelo Russell,8,8,11/1/2022,26-251,MIN,PHO,L (-9),1,22:38,2,8,0.25,1,3,0.333,0,0,,0,4,4,4,0,0,4,3,5,-1,-20
2022,Los Angeles Lakers,De'Angelo Russell,9,9,11/4/2022,26-254,MIN,MIL,L (-13),1,27:10:00,3,15,0.2,2,8,0.25,1,2,0.5,1,2,3,4,0,0,3,0,9,0.4,-18
2022,Los Angeles Lakers,De'Angelo Russell,10,10,11/5/2022,26-255,MIN,HOU,W (+12),1,26:38:00,5,9,0.556,1,3,0.333,2,3,0.667,3,3,6,4,2,0,3,4,13,11.5,2
2022,Los Angeles Lakers,De'Angelo Russell,11,11,11/7/2022,26-257,MIN,NYK,L (-13),1,30:49:00,4,12,0.333,4,10,0.4,2,4,0.5,0,2,2,8,1,2,3,1,14,11.6,1
2022,Los Angeles Lakers,De'Angelo Russell,12,12,11/9/2022,26-259,MIN,PHO,L (-12),1,33:18:00,6,14,0.429,4,9,0.444,4,4,1,1,1,2,6,0,0,3,2,20,14,-5
2022,Los Angeles Lakers,De'Angelo Russell,13,13,11/11/2022,26-261,MIN,MEM,L (-11),1,26:33:00,2,8,0.25,0,4,0,0,0,,0,0,0,8,1,0,3,3,4,1.6,-8
2022,Los Angeles Lakers,De'Angelo Russell,14,14,11/13/2022,26-263,MIN,CLE,W (+5),1,35:09:00,11,13,0.846,4,5,0.8,4,6,0.667,0,2,2,11,1,0,2,2,30,31,19
2022,Los Angeles Lakers,De'Angelo Russell,15,15,11/16/2022,26-266,MIN,ORL,W (+18),1,32:17:00,5,12,0.417,1,6,0.167,0,0,,0,3,3,6,1,1,1,0,11,10.4,15
2022,Los Angeles Lakers,De'Angelo Russell,16,16,11/19/2022,26-269,MIN,PHI,W (+3),1,33:33:00,7,13,0.538,3,6,0.5,2,2,1,0,2,2,7,1,0,3,1,19,15.8,-5
2022,Los Angeles Lakers,De'Angelo Russell,17,17,11/21/2022,26-271,MIN,MIA,W (+4),1,27:59:00,1,5,0.2,0,4,0,1,1,1,0,3,3,5,1,1,0,2,3,5.2,-2
2022,Los Angeles Lakers,De'Angelo Russell,18,18,11/23/2022,26-273,MIN,IND,W (+14),1,35:45:00,7,10,0.7,1,4,0.25,0,0,,0,3,3,12,3,1,5,2,15,18,21
2022,Los Angeles Lakers,De'Angelo Russell,19,19,11/25/2022,26-275,MIN,CHO,L (-2),1,35:45:00,8,15,0.533,4,10,0.4,0,0,,2,2,4,10,1,0,3,3,20,18.5,-1
2022,Los Angeles Lakers,De'Angelo Russell,20,20,11/27/2022,26-277,MIN,GSW,L (-23),1,31:25:00,5,14,0.357,3,6,0.5,2,2,1,1,1,2,6,1,1,0,2,15,13.3,-32
2022,Los Angeles Lakers,De'Angelo Russell,21,21,11/28/2022,26-278,MIN,WAS,L (-15),1,32:33:00,6,15,0.4,1,7,0.143,4,4,1,0,4,4,5,1,1,3,2,17,11.5,-18
2022,Los Angeles Lakers,De'Angelo Russell,22,22,11/30/2022,26-280,MIN,MEM,W (+8),1,37:27:00,6,16,0.375,2,7,0.286,1,3,0.333,0,5,5,10,2,0,2,5,15,11.9,18
2022,Los Angeles Lakers,De'Angelo Russell,23,23,12/3/2022,26-283,MIN,OKC,L (-7),1,36:25:00,10,16,0.625,2,6,0.333,5,5,1,1,2,3,6,1,0,4,2,27,21.5,-16
2022,Los Angeles Lakers,De'Angelo Russell,24,24,12/7/2022,26-287,MIN,IND,W (+6),1,27:48:00,9,18,0.5,4,9,0.444,6,6,1,0,0,0,4,1,0,3,4,28,18.2,-7
2022,Los Angeles Lakers,De'Angelo Russell,25,25,12/9/2022,26-289,MIN,UTA,W (+10),1,36:21:00,12,16,0.75,6,9,0.667,0,0,,0,3,3,2,0,1,3,2,30,22.8,4
2022,Los Angeles Lakers,De'Angelo Russell,26,26,12/10/2022,26-290,MIN,POR,L (-6),1,39:10:00,9,16,0.563,4,6,0.667,2,3,0.667,0,1,1,3,3,0,5,2,24,15.6,6
2022,Los Angeles Lakers,De'Angelo Russell,27,27,12/12/2022,26-292,MIN,POR,L (-21),1,29:33:00,9,19,0.474,3,10,0.3,2,3,0.667,0,3,3,8,1,1,2,1,23,18.7,-13
2022,Los Angeles Lakers,De'Angelo Russell,28,,12/14/2022,26-294,MIN,LAC,L (-11),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Los Angeles Lakers,De'Angelo Russell,29,,12/16/2022,26-296,MIN,OKC,W (+2),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Los Angeles Lakers,De'Angelo Russell,30,28,12/18/2022,26-298,MIN,CHI,W (+24),1,36:59:00,10,14,0.714,7,10,0.7,1,1,1,0,2,2,8,0,0,3,3,28,24.2,33
2022,Los Angeles Lakers,De'Angelo Russell,31,29,12/19/2022,26-299,MIN,DAL,W (+10),1,35:10:00,4,13,0.308,1,6,0.167,0,0,,0,2,2,5,0,0,3,4,9,1,-9
2022,Los Angeles Lakers,De'Angelo Russell,32,30,12/21/2022,26-301,MIN,DAL,L (-5),1,37:48:00,4,13,0.308,0,7,0,0,0,,0,6,6,8,1,1,2,4,8,6,-5
2022,Los Angeles Lakers,De'Angelo Russell,33,31,12/23/2022,26-303,MIN,BOS,L (-12),1,38:59:00,6,13,0.462,3,7,0.429,6,7,0.857,3,4,7,10,0,1,2,0,21,22.9,1
2022,Los Angeles Lakers,De'Angelo Russell,34,32,12/26/2022,26-306,MIN,MIA,L (-3),1,36:14:00,5,11,0.455,3,8,0.375,0,0,,0,3,3,8,0,0,6,2,13,7,-2
2022,Los Angeles Lakers,De'Angelo Russell,35,33,12/28/2022,26-308,MIN,NOP,L (-1),1,38:22:00,8,17,0.471,2,7,0.286,9,9,1,0,3,3,4,2,0,3,1,27,20.6,5
2022,Los Angeles Lakers,De'Angelo Russell,36,34,12/30/2022,26-310,MIN,MIL,L (-9),1,35:12:00,3,10,0.3,1,5,0.2,8,8,1,0,5,5,7,1,0,0,3,15,15.4,-11
2022,Los Angeles Lakers,De'Angelo Russell,37,35,12/31/2022,26-311,MIN,DET,L (-12),1,33:53:00,9,18,0.5,2,7,0.286,5,5,1,0,0,0,5,0,0,2,3,25,16.3,3
2022,Los Angeles Lakers,De'Angelo Russell,38,,1/2/2023,26-313,MIN,DEN,W (+13),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Los Angeles Lakers,De'Angelo Russell,39,36,1/4/2023,26-315,MIN,POR,W (+7),1,25:32:00,1,6,0.167,1,4,0.25,6,8,0.75,2,1,3,7,1,0,1,1,9,10.6,-3
2022,Los Angeles Lakers,De'Angelo Russell,40,37,1/6/2023,26-317,MIN,LAC,W (+13),1,32:51:00,7,12,0.583,1,4,0.25,10,10,1,0,5,5,4,2,1,2,4,25,22.8,8
2022,Los Angeles Lakers,De'Angelo Russell,41,38,1/8/2023,26-319,MIN,HOU,W (+8),1,32:45:00,6,13,0.462,4,7,0.571,6,6,1,0,3,3,6,0,0,4,2,22,15.6,-1
2022,Los Angeles Lakers,De'Angelo Russell,42,39,1/11/2023,26-322,MIN,DET,L (-17),1,37:04:00,7,14,0.5,5,8,0.625,0,0,,0,2,2,5,1,0,2,5,19,13.1,-3
2022,Los Angeles Lakers,De'Angelo Russell,43,40,1/13/2023,26-324,MIN,PHO,W (+5),1,34:18:00,6,14,0.429,2,5,0.4,3,4,0.75,1,1,2,4,2,0,2,3,17,11.8,9
2022,Los Angeles Lakers,De'Angelo Russell,44,41,1/14/2023,26-325,MIN,CLE,W (+8),1,20:33,4,8,0.5,1,3,0.333,0,0,,0,0,0,1,0,0,1,2,9,3.9,-6
2022,Los Angeles Lakers,De'Angelo Russell,45,42,1/16/2023,26-327,MIN,UTA,L (-1),1,30:58:00,6,11,0.545,3,6,0.5,6,6,1,1,0,1,7,0,1,1,1,21,20.6,3
2022,Los Angeles Lakers,De'Angelo Russell,46,43,1/18/2023,26-329,MIN,DEN,L (-4),1,31:45:00,4,8,0.5,3,6,0.5,2,2,1,0,0,0,7,0,0,4,1,13,9.5,-4
2022,Los Angeles Lakers,De'Angelo Russell,47,44,1/19/2023,26-330,MIN,TOR,W (+2),1,33:48:00,8,15,0.533,5,10,0.5,4,4,1,1,0,1,6,2,1,4,2,25,20.5,2
2022,Los Angeles Lakers,De'Angelo Russell,48,45,1/21/2023,26-332,MIN,HOU,W (+9),1,31:15:00,6,11,0.545,4,6,0.667,7,7,1,0,1,1,8,1,0,2,2,23,21.8,2
2022,Los Angeles Lakers,De'Angelo Russell,49,46,1/23/2023,26-334,MIN,HOU,L (-5),1,42:25:00,11,23,0.478,6,12,0.5,2,2,1,1,2,3,7,2,0,4,1,30,22.1,-3
2022,Los Angeles Lakers,De'Angelo Russell,50,47,1/25/2023,26-336,MIN,NOP,W (+9),1,38:49:00,8,17,0.471,3,8,0.375,0,1,0,0,3,3,5,2,0,0,2,19,15.5,12
2022,Los Angeles Lakers,De'Angelo Russell,51,48,1/27/2023,26-338,MIN,MEM,W (+11),1,37:14:00,7,17,0.412,3,10,0.3,2,2,1,1,7,8,7,3,0,6,1,19,14.2,12
2022,Los Angeles Lakers,De'Angelo Russell,52,49,1/28/2023,26-339,MIN,SAC,W (+7),1,37:15:00,8,14,0.571,7,9,0.778,2,2,1,1,1,2,6,1,0,3,4,25,20,6
2022,Los Angeles Lakers,De'Angelo Russell,53,50,1/30/2023,26-341,MIN,SAC,L (-7),1,40:09:00,4,16,0.25,2,10,0.2,0,3,0,0,4,4,7,0,0,2,1,10,2.9,-11
2022,Los Angeles Lakers,De'Angelo Russell,54,51,2/1/2023,26-343,MIN,GSW,W (+5),1,34:41:00,11,23,0.478,7,17,0.412,0,0,,0,2,2,2,0,0,3,6,29,13.9,3
2022,Los Angeles Lakers,De'Angelo Russell,55,52,2/3/2023,26-345,MIN,ORL,L (-7),1,37:38:00,9,20,0.45,6,16,0.375,5,5,1,1,9,10,6,2,1,6,1,29,22.5,-9
2022,Los Angeles Lakers,De'Angelo Russell,56,53,2/5/2023,26-347,MIN,DEN,W (+30),1,29:30:00,6,9,0.667,3,5,0.6,3,4,0.75,0,1,1,10,1,0,2,2,18,19.2,11
2022,Los Angeles Lakers,De'Angelo Russell,57,54,2/7/2023,26-349,MIN,DEN,L (-34),1,19:49,4,7,0.571,2,4,0.5,0,0,,1,1,2,3,1,0,1,0,10,9.8,-27
2022,Los Angeles Lakers,De'Angelo Russell,58,,2/8/2023,26-350,MIN,UTA,W (+25),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Los Angeles Lakers,De'Angelo Russell,59,,2/9/2023,26-351,LAL,MIL,L (-9),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Los Angeles Lakers,De'Angelo Russell,60,55,2/11/2023,26-353,LAL,GSW,W (+6),1,35:13:00,6,12,0.5,1,3,0.333,2,3,0.667,1,4,5,6,0,0,3,1,15,11.3,12
2022,Los Angeles Lakers,De'Angelo Russell,61,56,2/13/2023,26-355,LAL,POR,L (-12),1,27:53:00,7,16,0.438,2,8,0.25,0,0,,1,2,3,4,0,0,1,1,16,10.3,-7
2022,Los Angeles Lakers,De'Angelo Russell,62,57,2/15/2023,26-357,LAL,NOP,W (+18),1,27:31:00,5,12,0.417,3,5,0.6,8,10,0.8,0,2,2,7,1,0,1,3,21,18.1,18
2022,Los Angeles Lakers,De'Angelo Russell,63,58,2/23/2023,27-000,LAL,GSW,W (+13),1,8:48,1,3,0.333,0,1,0,0,0,,0,4,4,3,0,0,1,0,2,2.6,4
2022,Los Angeles Lakers,De'Angelo Russell,64,,2/26/2023,27-003,LAL,DAL,W (+3),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Los Angeles Lakers,De'Angelo Russell,65,,2/28/2023,27-005,LAL,MEM,L (-12),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Los Angeles Lakers,De'Angelo Russell,66,,3/1/2023,27-006,LAL,OKC,W (+6),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Los Angeles Lakers,De'Angelo Russell,67,,3/3/2023,27-008,LAL,MIN,L (-8),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Los Angeles Lakers,De'Angelo Russell,68,,3/5/2023,27-010,LAL,GSW,W (+8),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Los Angeles Lakers,De'Angelo Russell,69,,3/7/2023,27-012,LAL,MEM,W (+9),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Los Angeles Lakers,De'Angelo Russell,70,59,3/10/2023,27-015,LAL,TOR,W (+10),1,31:01:00,10,17,0.588,5,8,0.625,3,3,1,1,4,5,9,1,0,4,0,28,25.3,4
2022,Los Angeles Lakers,De'Angelo Russell,71,60,3/12/2023,27-017,LAL,NYK,L (-4),1,35:16:00,13,19,0.684,6,11,0.545,1,1,1,2,3,5,8,0,1,3,3,33,29.3,14
2022,Los Angeles Lakers,De'Angelo Russell,72,61,3/14/2023,27-019,LAL,NOP,W (+15),1,32:47:00,5,15,0.333,3,9,0.333,4,4,1,0,5,5,3,2,2,3,1,17,12.1,26
2022,Los Angeles Lakers,De'Angelo Russell,73,62,3/15/2023,27-020,LAL,HOU,L (-4),1,33:38:00,5,17,0.294,3,11,0.273,5,6,0.833,0,1,1,7,1,0,3,2,18,10.1,-1
2022,Los Angeles Lakers,De'Angelo Russell,74,63,3/17/2023,27-022,LAL,DAL,L (-1),1,35:56:00,5,17,0.294,0,6,0,1,2,0.5,0,2,2,11,1,0,0,3,11,8.8,6
2022,Los Angeles Lakers,De'Angelo Russell,75,64,3/19/2023,27-024,LAL,ORL,W (+6),1,33:14:00,6,12,0.5,4,8,0.5,2,2,1,0,1,1,6,0,2,1,1,18,16.5,-8
2022,Los Angeles Lakers,De'Angelo Russell,76,65,3/22/2023,27-027,LAL,PHO,W (+11),1,34:05:00,9,13,0.692,3,6,0.5,5,7,0.714,0,1,1,6,1,2,4,0,26,22.6,13
2022,Los Angeles Lakers,De'Angelo Russell,77,,3/24/2023,27-029,LAL,OKC,W (+5),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
2022,Los Angeles Lakers,De'Angelo Russell,78,,3/26/2023,27-031,LAL,CHI,L (-10),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
2022,Los Angeles Lakers,De'Angelo Russell,79,66,3/29/2023,27-034,LAL,CHI,W (+11),1,35:47:00,7,12,0.583,2,4,0.5,1,3,0.333,1,3,4,4,1,0,3,1,17,12.6,35
2022,Los Angeles Lakers,De'Angelo Russell,80,67,3/31/2023,27-036,LAL,MIN,W (+12),1,33:49:00,5,12,0.417,1,4,0.25,1,2,0.5,0,1,1,10,2,0,3,3,12,10.3,
2022,Los Angeles Lakers,De'Angelo Russell,81,68,4/2/2023,27-038,LAL,HOU,W (+25),1,14:40,2,4,0.5,2,4,0.5,0,1,0,0,3,3,4,0,0,0,0,6,7.3,2
2022,Los Angeles Lakers,De'Angelo Russell,82,,4/4/2023,27-040,LAL,UTA,W (+2),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2022,Los Angeles Lakers,De'Angelo Russell,83,69,4/5/2023,27-041,LAL,LAC,L (-7),1,39:39:00,6,13,0.462,2,6,0.333,1,2,0.5,1,2,3,7,0,0,1,1,15,12.7,8
2022,Los Angeles Lakers,De'Angelo Russell,84,70,4/7/2023,27-043,LAL,PHO,W (+14),1,33:23:00,9,14,0.643,6,9,0.667,0,0,,0,3,3,3,0,0,6,2,24,14,9
2022,Los Angeles Lakers,De'Angelo Russell,85,71,4/9/2023,27-045,LAL,UTA,W (+11),1,33:25:00,6,13,0.462,3,8,0.375,2,3,0.667,0,2,2,5,0,1,2,1,17,12.3,10
